BHID,X,Y,Z_STRAT_TOP,RCG,ATGc,AAG,STGc,SRG,FEGc,TIGc,PPGc,A1,A2,A3,A4,FR_AAG,FR_SRG,DECLUS_W,ROCK
505,588182.8914,9723160.059,-2.25,59.832,52.04271273218371,43.6344,9.421997359429959,9.2662,11.397788774553772,0.8747140222331966,26.262787111599362,1.9816142327559076,0.3587584714216637,0.4339900683853834,0.03330621455050617,0.8384343880102174,0.9834645082686178,3.8856,1
506,588188.6013,9722976.188,-0.25,85.2508,46.08351458977205,41.6897,5.505807685671916,5.0357,23.602330853087043,0.9400402703438536,23.868306601125134,1.9307408506139982,0.2306744159810808,0.9888565304408502,0.03938445596720887,0.9046553929559177,0.9146160359187074,3.8856,1
506,588188.6013,9722976.188,-0.75,80.3931,53.02452141878203,48.8144,5.280475964054964,4.9379,13.184507993335222,1.0314818736489644,27.479012750178818,1.929637061594834,0.19216396207758962,0.4798028267318092,0.03753707904379687,0.9206004824535626,0.9351240368506679,3.8856,1
506,588188.6013,9722976.188,-1.25,74.096,52.666825250273156,49.2673,4.600570900983353,4.4524,13.777622777981607,1.0552193493502775,27.89976172141161,1.8877159517048534,0.16489642266201346,0.49382582244091355,0.037821805070845885,0.9354522465685261,0.9677929317529522,3.8856,1
506,588188.6013,9722976.188,-1.75,70.8156,56.3679500812584,51.6546,5.943600650067213,5.795,7.395116470375795,1.0569611364137959,29.236371661884796,1.9280077135818057,0.20329474254891328,0.25294234715235697,0.03615226775187521,0.9163824465061481,0.9749982108798758,3.8856,1
506,588188.6013,9722976.188,-2.2,67.0201,54.911266899135114,47.9173,7.18278978325418,6.9386,9.193695843884758,1.0706830850883082,27.64156438863764,1.9865470031684234,0.25985467690123726,0.33260403480144285,0.03873453289526638,0.8726314781266633,0.9660034902004957,3.8856,1
507,588386.6819,9723769.12,-0.25,79.7747,50.482222095431425,46.1035,5.091985053367246,4.4469,17.698226563805967,0.91859930872324,25.80896697867212,1.9559954544925668,0.19729519037221188,0.6857394400338198,0.03559225402095122,0.9132620967604416,0.8733136396500886,3.8856,1
507,588386.6819,9723769.12,-0.75,81.359,55.48506234687534,51.0363,3.5223242037517823,3.2764,11.720968783900732,0.9762395225151651,28.295405142956987,1.9609212897482096,0.12448396430289405,0.41423576459438677,0.03450169798180681,0.9198205398227173,0.9301812696600054,3.8856,1
507,588386.6819,9723769.12,-1.25,75.9843,56.47313532100354,51.7701,4.153366903653451,4.0773,9.630207627915249,0.9170519302260234,28.82623821720174,1.9590879286949006,0.14408286202169018,0.3340778479437018,0.03181309761322872,0.9167208391340301,0.9816854842305072,3.8856,1
507,588386.6819,9723769.12,-1.75,68.2515,52.3308804151716,43.7932,7.763283261367552,7.5932,13.029860731010157,0.8250724725820511,26.05090311986864,2.008793329520296,0.29800438110134503,0.5001692521389969,0.03167154968814807,0.8368519629817582,0.9780913235236517,3.8856,1
