Gslib file
27  
BHID  
X  
Y  
Z_STRAT_TOP  
Z_MID  
Z_TOP  
Z_BOT  
LENGTH  
RC1  
AT1  
AA1  
ST1  
SR1  
FE1  
TI1  
PP1  
RC3  
AT3  
AA3  
ST3  
SR3  
FE3  
TI3  
PP3  
LITOM  
LPCP  
NORTH_FLAG  
1717 587773.8204 9723973.9710 -2.5500 93.0100 93.2600 92.7600 0.5000 61.4517 58.0300 50.3000 8.8100 7.6800 3.2400 1.0400 29.6400 12.7832 51.2300 39.5800 11.8400 11.2100 12.5500 1.0400 25.2000 50 2 1
1718 587805.6505 9724114.8310 -0.2000 89.8800 90.0800 89.6800 0.4000 72.1466 47.1000 43.7300 4.0100 3.8500 21.6400 0.9700 24.6200 13.2396 47.8000 43.4700 5.8200 5.1200 20.5600 0.9000 24.1600 50 2 1
1718 587805.6505 9724114.8310 -0.6000 89.4800 89.6800 89.2800 0.4000 76.4766 52.2100 48.7400 4.9800 4.6900 14.3200 0.9200 26.5600 14.8937 49.5700 47.0700 3.5100 3.5100 19.1900 0.8000 25.9900 50 2 1
1718 587805.6505 9724114.8310 -1.0000 89.0800 89.2800 88.8800 0.4000 70.3880 54.4500 50.8800 4.8500 4.8500 9.8600 0.7700 28.4800 16.2946 52.7800 50.0600 4.1200 4.0800 13.8900 0.6200 27.6300 50 2 1
1718 587805.6505 9724114.8310 -1.4000 88.6800 88.8800 88.4800 0.4000 64.3316 46.9300 42.8200 5.0300 4.8900 20.1800 0.8100 24.6000 18.7131 49.6800 45.1900 5.5100 5.0600 18.5700 0.9300 24.6500 50 2 1
1718 587805.6505 9724114.8310 -1.8000 88.2800 88.4800 88.0800 0.4000 54.9906 51.3800 45.4200 7.6300 7.5300 13.1000 0.6700 26.3500 19.5154 47.4900 42.3000 6.2500 6.1700 20.3100 0.5600 24.7900 50 2 1
1719 587813.8906 9724093.3910 -0.2000 89.8900 90.0900 89.6900 0.4000 73.4337 49.3500 47.4900 3.0300 2.6600 19.8100 1.0000 25.9100 15.0995 47.4500 46.2900 2.9400 2.4200 23.2500 0.8000 25.2400 50 2 1
1719 587813.8906 9724093.3910 -0.6000 89.4900 89.6900 89.2900 0.4000 68.7637 52.5600 50.0400 3.7300 3.5200 13.9100 0.9300 27.4800 16.2969 47.9400 45.8100 3.7100 3.0800 20.4600 0.7900 25.3700 50 2 1
1719 587813.8906 9724093.3910 -1.0000 89.0900 89.2900 88.8900 0.4000 67.0080 56.0300 51.6900 6.9300 5.9300 7.9800 0.8000 28.6200 15.7585 52.6600 49.4900 4.6500 4.4800 13.2900 0.7000 27.3800 50 2 1
1719 587813.8906 9724093.3910 -1.4500 88.6400 88.8900 88.3900 0.5000 57.2134 57.1900 51.1400 7.5900 7.5800 4.2900 0.7300 28.9200 17.3100 56.1700 52.2300 5.6900 5.6400 9.5400 0.6400 28.6400 50 2 1
1720 587830.8706 9724045.3310 -0.2250 91.1850 91.4100 90.9600 0.4500 76.4154 54.6100 48.9200 7.3700 7.0700 9.6100 0.8000 27.4400 14.4146 54.5000 51.8500 4.8600 4.1600 12.2700 0.6200 28.2300 50 2 1
1720 587830.8706 9724045.3310 -0.6500 90.7600 90.9600 90.5600 0.4000 69.3836 55.1100 49.4600 7.3100 7.0300 8.8100 0.8800 27.6300 13.5794 54.5500 51.7800 4.6700 4.1400 12.3700 0.6400 28.2300 50 2 1
1720 587830.8706 9724045.3310 -1.0500 90.3600 90.5600 90.1600 0.4000 71.4443 54.6700 48.9700 7.5300 7.1400 9.8500 0.8100 27.3800 15.2050 54.8200 51.8700 4.8900 4.2300 12.1600 0.6500 28.2200 50 2 1
1720 587830.8706 9724045.3310 -1.4500 89.9600 90.1600 89.7600 0.4000 63.2122 54.9000 49.3600 7.2800 7.0000 9.5000 0.8000 27.5400 17.5565 54.6700 51.7800 4.9300 4.2500 12.3200 0.6300 28.1500 50 2 1
1720 587830.8706 9724045.3310 -1.8500 89.5600 89.7600 89.3600 0.4000 46.9545 54.6800 49.0100 7.5000 7.0400 9.8400 0.8300 27.3900 20.9078 54.7200 51.7200 5.0800 4.3000 11.6800 0.6900 28.0900 50 2 1
1720 587830.8706 9724045.3310 -2.3000 89.1100 89.3600 88.8600 0.5000 46.2050 54.3400 48.6300 7.5500 7.0600 10.0500 0.8600 27.2200 21.0681 54.6300 51.7900 4.8500 4.1400 11.8400 0.7100 28.1600 50 2 1
1721 587838.9606 9724021.0810 -0.1500 94.0600 94.2100 93.9100 0.3000 74.3091 44.1200 41.5800 3.6500 2.6100 27.0700 1.0000 23.1300 12.8775 38.2100 35.7500 3.7400 2.3900 36.3100 0.8800 20.5100 50 2 1
1721 587838.9606 9724021.0810 -0.5250 93.6850 93.9100 93.4600 0.4500 74.6636 53.1400 50.2100 3.0200 2.9700 14.4800 1.1600 27.3200 11.2605 48.1500 44.9700 3.8300 3.2600 21.1900 0.9600 24.8700 50 2 1
1721 587838.9606 9724021.0810 -0.9750 93.2350 93.4600 93.0100 0.4500 78.9772 57.3500 54.5100 3.3500 3.3400 7.5800 1.1400 29.4500 11.0246 49.6200 45.4000 4.6600 4.4000 18.0200 0.8800 25.5400 50 2 1
1721 587838.9606 9724021.0810 -1.4000 92.8100 93.0100 92.6100 0.4000 73.2874 54.4900 51.0200 4.1200 4.0900 11.2600 0.8800 27.9300 12.5943 46.4100 41.7700 5.3000 4.9400 21.9200 0.8500 23.9800 50 2 1
1721 587838.9606 9724021.0810 -1.8000 92.4100 92.6100 92.2100 0.4000 58.3076 54.8400 48.9700 6.7200 6.6900 8.8200 0.9400 27.4900 13.2896 50.2700 44.2000 7.0300 6.4700 15.2300 0.8200 25.2600 50 2 1
1722 587845.2206 9723998.3610 -0.2000 94.6000 94.8000 94.4000 0.4000 79.2456 53.7800 50.8400 4.5100 4.0600 12.9700 1.0200 27.0300 9.8488 49.0300 48.1100 2.0000 1.6700 20.8900 0.8600 26.0900 50 2 1
1722 587845.2206 9723998.3610 -0.6000 94.2000 94.4000 94.0000 0.4000 74.9769 54.8100 53.2300 2.6400 2.4800 11.1900 1.1100 28.6800 10.2153 50.5900 47.7600 3.8200 3.6700 17.3900 0.7900 26.4400 50 2 1
1722 587845.2206 9723998.3610 -1.0000 93.8000 94.0000 93.6000 0.4000 75.8216 58.9500 57.5400 2.6300 2.5800 5.5500 0.8900 30.8700 13.1873 56.4800 53.9600 3.5500 3.4900 9.5700 0.7400 29.1900 50 2 1
1722 587845.2206 9723998.3610 -1.3750 93.4250 93.6000 93.2500 0.3500 69.3045 51.6700 48.7100 4.1800 3.9200 15.3900 0.9400 26.6800 16.0106 48.9000 45.4100 4.3200 4.0700 19.1500 0.8900 25.4900 50 2 1
1722 587845.2206 9723998.3610 -1.7250 93.0750 93.2500 92.9000 0.3500 55.3399 54.2300 49.6000 5.9600 5.8500 10.3700 0.7500 27.7000 16.0349 48.0600 43.6200 5.5100 5.1400 19.5500 0.6500 25.1500 50 2 1
1722 587845.2206 9723998.3610 -2.1000 92.7000 92.9000 92.5000 0.4000 37.0410 53.3900 47.8200 7.3200 6.9300 11.5500 0.9900 26.1100 15.0591 48.5000 43.0800 7.1000 6.5400 17.1800 0.5800 25.2000 50 2 1
1722 587845.2206 9723998.3610 -2.5000 92.3000 92.5000 92.1000 0.4000 50.8806 54.9600 48.3200 8.6100 8.5400 7.3600 0.6400 27.5900 13.1078 50.4000 44.7400 6.9600 6.9300 14.4000 0.6300 25.9600 50 2 1
1723 587855.1106 9723975.7810 -0.2000 95.9100 96.1100 95.7100 0.4000 77.1584 49.8500 48.4700 2.6600 2.4400 19.6700 1.0600 26.3500 11.5579 45.9500 45.2600 2.4500 1.8700 25.8300 0.7600 24.7800 50 2 1
1723 587855.1106 9723975.7810 -0.6000 95.5100 95.7100 95.3100 0.4000 76.5709 49.7700 48.3700 2.5800 2.4200 19.4600 1.0500 26.3100 10.7050 45.8400 45.1600 2.4500 1.8200 25.7700 0.8400 24.7100 50 2 1
1723 587855.1106 9723975.7810 -1.0000 95.1100 95.3100 94.9100 0.4000 69.7057 53.5900 51.3900 3.3400 3.2700 12.9700 1.0500 28.0400 14.5552 49.4100 45.6600 4.9400 4.8600 18.4800 0.7700 25.7700 50 2 1
1723 587855.1106 9723975.7810 -1.4000 94.7100 94.9100 94.5100 0.4000 48.0813 53.8300 51.6600 3.3000 3.2100 12.8600 0.9900 28.1400 15.2934 49.5000 45.9300 4.6900 4.5700 18.0300 0.7700 25.8600 50 2 1
1723 587855.1106 9723975.7810 -1.8500 94.2600 94.5100 94.0100 0.5000 58.6615 55.9500 51.1700 6.5200 6.4000 8.1700 0.8200 28.5300 13.1521 51.6100 46.3200 6.7300 6.6100 13.8100 0.8200 26.1200 50 2 1
1723 587855.1106 9723975.7810 -2.3500 93.7600 94.0100 93.5100 0.5000 54.4863 56.2000 51.2100 6.6300 6.5900 8.5600 0.8600 28.3500 13.6775 50.4700 45.1600 6.8200 6.7600 15.8600 0.7800 25.8500 50 2 1
1724 587847.1306 9724078.4810 -0.2000 90.8100 91.0100 90.6100 0.4000 80.1173 53.7700 49.4000 5.7400 5.1400 10.4700 1.1200 27.2400 9.3075 53.8700 49.8200 5.1700 4.9200 11.2700 0.7700 27.6800 50 2 1
1724 587847.1306 9724078.4810 -0.6500 90.3600 90.6100 90.1100 0.5000 68.6902 52.8800 49.8300 4.1500 4.0900 13.1800 0.7300 27.8200 16.3675 54.0100 51.4800 3.6600 3.6300 13.2300 0.6000 28.2000 50 2 1
1724 587847.1306 9724078.4810 -1.1500 89.8600 90.1100 89.6100 0.5000 58.7212 48.1800 42.6200 6.7900 6.7200 18.4900 0.8000 24.7600 17.0145 48.5700 43.4500 5.8600 5.8200 19.6400 0.5600 25.1900 50 2 1
1725 587856.4206 9724054.2610 -0.2000 94.1000 94.3000 93.9000 0.4000 86.8273 48.5400 46.0200 3.2800 3.0800 21.2100 1.2300 25.3000 6.0686 48.4600 45.9900 3.2600 3.0700 21.2000 1.2000 25.3100 50 2 1
1725 587856.4206 9724054.2610 -0.6000 93.7000 93.9000 93.5000 0.4000 77.8763 52.3300 49.6400 3.3600 3.3100 15.1900 1.0400 27.1800 8.9204 52.3800 49.6700 3.4100 3.3600 15.1000 1.1000 27.2100 50 2 1
1725 587856.4206 9724054.2610 -1.0500 93.2500 93.5000 93.0000 0.5000 70.1898 51.3200 47.9900 3.9000 3.8300 15.9500 1.1200 26.5700 9.7461 51.4700 48.2400 3.7700 3.7400 16.1200 1.1500 26.6200 50 2 1
1725 587856.4206 9724054.2610 -1.5500 92.7500 93.0000 92.5000 0.5000 61.1188 50.2500 45.4000 5.5600 5.4400 16.4400 1.1000 25.6000 9.4671 50.2300 45.2800 5.6100 5.4600 16.2200 1.1300 25.6200 50 2 1
1725 587856.4206 9724054.2610 -2.0500 92.2500 92.5000 92.0000 0.5000 67.2764 55.9100 50.5900 6.5000 6.4700 7.7700 0.9600 28.3500 9.1981 56.1900 50.7500 6.4100 6.3800 7.2000 0.9700 28.4600 50 2 1
1725 587856.4206 9724054.2610 -2.5500 91.7500 92.0000 91.5000 0.5000 64.3851 57.5000 51.9700 7.1200 7.0000 5.3500 0.7400 29.1600 10.7417 57.5300 51.9700 7.1200 7.0200 4.9300 0.7400 29.1900 50 2 1
1725 587856.4206 9724054.2610 -3.0500 91.2500 91.5000 91.0000 0.5000 39.1123 54.8500 46.5600 9.7900 9.6200 6.0300 0.7400 27.4500 12.0375 51.2700 41.8900 10.8800 10.4900 10.5200 0.7400 25.6100 50 2 1
1725 587856.4206 9724054.2610 -3.5500 90.7500 91.0000 90.5000 0.5000 55.8317 55.4900 49.5800 7.5000 7.3200 6.9900 0.5900 28.2100 12.6411 52.4500 44.5600 9.2300 9.1700 10.2600 0.6500 26.3600 50 2 1
1726 587867.8507 9724029.1610 -0.2000 94.9400 95.1400 94.7400 0.4000 80.1255 47.5800 45.7100 1.8100 1.6200 23.3200 1.1000 24.9500 10.1773 44.0300 42.1900 1.7900 1.3900 28.4900 0.8700 23.3900 50 2 1
1726 587867.8507 9724029.1610 -0.6000 94.5400 94.7400 94.3400 0.4000 68.2237 50.3500 47.6400 2.5600 2.5200 18.5300 0.9900 26.1400 11.0603 48.0800 45.3200 2.6400 2.6300 21.9300 0.8500 25.0700 50 2 1
1726 587867.8507 9724029.1610 -1.0000 94.1400 94.3400 93.9400 0.4000 61.7345 51.2500 47.9700 3.2500 3.1400 16.7600 0.9900 26.5200 14.5165 48.0500 43.9900 3.9400 3.8400 20.9300 0.7300 24.9100 50 2 1
1726 587867.8507 9724029.1610 -1.4500 93.6900 93.9400 93.4400 0.5000 54.2368 45.0200 40.2800 4.8000 4.5400 24.6800 0.7800 23.2000 10.9346 43.0300 37.0200 6.4900 5.8500 27.2700 0.6000 22.2000 50 2 1
1726 587867.8507 9724029.1610 -2.0000 93.1400 93.4400 92.8400 0.6000 54.0311 51.3500 46.3100 5.6300 5.2800 15.3800 0.6700 26.4100 11.8180 48.1900 42.5200 5.7400 5.7200 19.7300 0.6300 24.7200 50 2 1
1726 587867.8507 9724029.1610 -2.5500 92.5900 92.8400 92.3400 0.5000 56.5650 53.8400 47.6300 6.8200 6.7000 11.1200 0.6700 27.2500 14.6692 50.8800 44.8900 6.5500 6.4700 15.5200 0.5400 26.1100 50 2 1
1726 587867.8507 9724029.1610 -3.0500 92.0900 92.3400 91.8400 0.5000 56.7467 52.6300 45.8700 7.6300 7.5600 12.1100 0.4700 26.7500 15.8794 51.7600 46.3800 6.3600 6.0600 14.6000 0.4900 26.5700 50 2 1
1727 587996.6110 9724179.3910 -0.2500 90.9700 91.2200 90.7200 0.5000 73.2013 53.9600 52.6900 2.2900 2.0500 13.0300 0.7600 28.8200 17.1034 52.5800 51.4900 1.8400 1.6400 16.2400 0.6200 28.2000 50 2 1
1727 587996.6110 9724179.3910 -0.7500 90.4700 90.7200 90.2200 0.5000 61.8574 53.8900 49.3900 5.5200 5.4800 10.7400 0.7000 28.0200 17.4002 51.0700 47.2500 4.6300 4.5700 16.3800 0.6500 26.7900 50 2 1
1727 587996.6110 9724179.3910 -1.2500 89.9700 90.2200 89.7200 0.5000 62.0936 54.0800 47.6600 7.8100 7.7600 9.2500 0.5400 27.7500 13.2021 54.0500 50.0800 5.2600 5.1900 11.1800 0.6000 28.1200 50 2 1
1728 588002.5310 9724156.3810 -0.2500 93.3200 93.5700 93.0700 0.5000 84.1921 51.6300 49.5300 2.7100 2.6500 16.2400 1.1500 27.2200 9.5768 50.0300 48.3400 2.2500 2.1000 19.1900 0.9600 26.6300 50 2 1
1728 588002.5310 9724156.3810 -0.7500 92.8200 93.0700 92.5700 0.5000 77.5661 54.3000 51.9200 3.2500 3.0400 11.8600 1.1200 28.4000 12.9259 49.8100 47.4300 2.9800 2.8000 18.5200 0.8400 26.5700 50 2 1
1728 588002.5310 9724156.3810 -1.2500 92.3200 92.5700 92.0700 0.5000 61.7071 46.9800 42.4200 5.0000 4.8700 20.2900 0.8500 24.6900 16.6993 45.5200 42.5800 3.2400 3.1100 24.1200 0.9000 24.3300 50 2 1
1729 588104.7513 9724164.1410 -0.2500 94.2500 94.5000 94.0000 0.5000 82.4699 48.0700 44.1800 5.4400 4.1100 22.5600 0.9900 25.3900 10.5193 51.3200 48.5800 4.0300 3.0700 18.4000 1.1100 27.6900 50 2 1
1729 588104.7513 9724164.1410 -0.7500 93.7500 94.0000 93.5000 0.5000 79.8987 56.1600 49.6800 6.6300 5.9400 9.6800 1.0700 28.8200 11.1111 54.1100 49.4800 5.7200 4.9500 13.1900 1.0700 28.2900 50 2 1
1729 588104.7513 9724164.1410 -1.2800 93.2200 93.5000 92.9400 0.5600 62.9072 54.7000 48.1800 7.2100 6.5500 10.2200 1.1200 27.6100 14.6171 53.7300 48.4800 4.6200 4.2600 13.0600 1.4600 27.8600 50 2 1
1730 588114.6313 9724139.9110 -0.2500 94.3100 94.5600 94.0600 0.5000 64.3142 46.9600 41.8100 7.8800 7.0500 21.4400 0.8700 24.2500 14.1683 46.3200 42.0200 6.9300 5.9300 23.5000 0.9100 24.4800 50 2 1
1730 588114.6313 9724139.9110 -0.7150 93.8450 94.0600 93.6300 0.4300 61.0203 54.3500 46.5900 8.9800 8.8700 8.7900 1.0400 26.9600 14.4437 54.0100 47.7700 7.4800 7.3200 11.1400 0.9400 27.0400 50 2 1
1731 588124.2613 9724118.3310 -0.2500 95.1000 95.3500 94.8500 0.5000 68.3936 47.3900 44.6800 2.8700 2.4200 23.0000 1.1500 24.8400 19.3923 50.8600 48.1600 2.7800 2.6000 18.1100 1.1500 26.3300 50 2 1
1731 588124.2613 9724118.3310 -0.7500 94.6000 94.8500 94.3500 0.5000 58.9902 54.0900 48.9900 6.3800 5.9000 9.9500 0.9400 27.7500 21.7578 51.8600 47.9700 4.7400 4.4000 14.7900 0.9700 26.9700 50 2 1
1731 588124.2613 9724118.3310 -1.2050 94.1450 94.3500 93.9400 0.4100 58.5947 53.1800 47.3600 7.2600 6.7800 11.3700 0.9100 27.2000 21.1760 52.8400 48.8600 5.1000 4.8000 13.1000 0.7800 27.4900 50 2 1
1732 588131.4313 9724094.6510 -0.2200 95.7900 96.0100 95.5700 0.4400 58.6763 50.4100 44.8100 6.5800 5.7500 18.1400 1.0800 25.6500 16.9806 50.8300 46.3200 5.5700 4.7500 18.5400 1.0700 26.4000 50 2 1
1732 588131.4313 9724094.6510 -0.6650 95.3450 95.5700 95.1200 0.4500 59.5293 55.8900 50.3200 6.6900 6.0400 9.8200 1.1200 28.7800 17.6559 55.7400 52.0000 4.9500 4.4800 11.5300 1.0700 29.2200 50 2 1
1733 588138.6913 9724072.2910 -0.2500 97.9000 98.1500 97.6500 0.5000 73.8780 47.6100 44.4600 3.7200 3.0100 21.8500 1.1500 24.7000 13.2981 43.6300 40.0800 3.7400 3.1100 27.4200 1.0400 23.4700 50 2 1
1733 588138.6913 9724072.2910 -0.7050 97.4450 97.6500 97.2400 0.4100 62.8970 53.4700 48.6600 5.5200 5.1800 12.0100 1.0600 27.2900 14.5812 50.4000 47.0900 4.4500 3.7400 16.7700 0.9100 26.4000 50 2 1
1733 588138.6913 9724072.2910 -1.1150 97.0350 97.2400 96.8300 0.4100 61.8371 55.7900 50.7800 6.4000 5.9600 7.5400 0.8600 28.6800 14.6614 50.5000 44.7900 6.8500 6.2400 15.2700 0.9300 25.8800 50 2 1
1733 588138.6913 9724072.2910 -1.5250 96.6250 96.8300 96.4200 0.4100 53.2697 55.2400 50.0200 6.4400 6.2800 8.2600 0.8100 28.6300 19.0242 48.1400 42.6800 6.6000 5.7600 19.0500 0.8300 24.8800 50 2 1
1734 588128.6513 9724171.5310 -0.2500 94.1100 94.3600 93.8600 0.5000 73.9084 51.9100 49.0300 3.3600 3.2100 16.0600 1.0100 27.1700 14.7340 54.6200 52.5400 2.7400 2.6900 13.6400 0.9500 28.4600 50 2 1
1734 588128.6513 9724171.5310 -0.7500 93.6100 93.8600 93.3600 0.5000 72.7743 51.5700 47.5200 4.5500 4.4900 15.2800 0.9700 26.9700 15.2751 53.2400 51.1100 3.0000 2.5900 15.0400 0.8400 27.9500 50 2 1
1734 588128.6513 9724171.5310 -1.2350 93.1250 93.3600 92.8900 0.4700 50.6217 51.2300 45.7200 6.2900 6.2100 15.0800 0.8300 26.4200 19.9646 51.2800 47.5600 4.1500 4.1000 17.2900 0.9100 26.4200 50 2 1
1735 588135.2513 9724146.8710 -0.2500 94.1100 94.3600 93.8600 0.5000 65.9605 54.5200 48.7100 7.1300 6.6400 11.3500 1.0100 28.1200 14.9038 53.2900 48.5600 5.8800 5.2000 13.9500 0.9100 27.6500 50 2 1
1735 588135.2513 9724146.8710 -0.7500 93.6100 93.8600 93.3600 0.5000 66.7660 56.5100 52.5300 5.2100 4.9500 7.5800 0.8600 29.0100 17.9461 56.3000 53.4700 3.7600 3.6200 9.4800 0.7800 29.2600 50 2 1
1735 588135.2513 9724146.8710 -1.2100 93.1500 93.3600 92.9400 0.4200 54.6097 54.4900 49.4400 6.7900 6.2500 10.1300 1.0000 27.6000 22.7686 47.9800 44.0900 4.8300 4.4400 20.4400 0.9300 24.9300 50 2 1
1737 588150.0614 9724099.9310 -0.1950 95.7050 95.9000 95.5100 0.3900 56.2116 45.8700 40.6000 5.2200 5.2100 24.5200 1.1300 23.7600 22.1566 49.4000 46.0300 3.6800 3.6200 19.1800 0.9900 25.9200 50 2 1
1738 588157.7614 9724076.4810 -0.2500 98.4700 98.7200 98.2200 0.5000 76.8838 49.2900 48.0800 1.9100 1.3100 19.9600 1.1000 26.0200 14.8357 51.5200 49.4100 2.6800 2.3600 16.8400 1.1100 26.6200 50 2 1
1738 588157.7614 9724076.4810 -0.7500 97.9700 98.2200 97.7200 0.5000 77.8902 52.0500 49.1400 3.6000 3.2600 14.2700 1.0000 27.2800 12.2608 54.7300 52.4900 3.0600 2.7800 12.5200 1.0500 28.1500 50 2 1
1738 588157.7614 9724076.4810 -1.2500 97.4700 97.7200 97.2200 0.5000 78.3983 54.3700 51.1400 4.1800 3.8300 10.1400 1.0400 28.1200 13.9995 52.9800 50.2100 3.2300 3.1100 13.2100 0.9700 27.6900 50 2 1
1738 588157.7614 9724076.4810 -1.6750 97.0450 97.2200 96.8700 0.3500 60.1406 54.6800 51.4600 4.1000 3.9100 9.5600 0.9000 28.6000 21.4549 52.2600 48.7100 4.5500 4.0400 13.2800 0.9900 27.1400 50 2 1
1738 588157.7614 9724076.4810 -2.0250 96.6950 96.8700 96.5200 0.3500 53.5782 52.2300 47.1200 6.7300 5.8300 10.7000 1.0900 26.7700 20.3553 47.0300 41.8300 6.0500 5.4700 19.9100 0.9000 24.5800 50 2 1
1739 588152.8314 9724178.9210 -0.2500 94.8300 95.0800 94.5800 0.5000 73.4744 53.1900 49.4200 4.2300 4.1700 13.0200 1.1800 27.1600 12.3416 54.0700 51.0100 3.6300 3.5300 13.4200 1.0600 27.8100 50 2 1
1739 588152.8314 9724178.9210 -0.7500 94.3300 94.5800 94.0800 0.5000 70.8772 56.7400 53.2100 4.4500 4.3800 8.0200 1.0900 29.0700 13.8200 56.6400 54.0700 3.6300 3.3300 8.7600 1.0900 29.1700 50 2 1
1739 588152.8314 9724178.9210 -1.2000 93.8800 94.0800 93.6800 0.4000 57.4573 55.7400 52.7300 3.8500 3.7700 9.4000 1.0300 28.7100 21.4025 55.8600 53.3100 3.4100 3.3400 10.5000 0.9000 29.0500 50 2 1
1739 588152.8314 9724178.9210 -1.6000 93.4800 93.6800 93.2800 0.4000 52.7184 52.0000 46.9900 5.2000 4.6300 13.2100 1.2000 25.9900 16.4608 51.8800 47.9900 4.9400 4.5300 14.4300 0.9900 26.5400 50 2 1
1740 588160.6914 9724157.2510 -0.2500 94.3800 94.6300 94.1300 0.5000 74.8596 52.1000 48.4300 4.1200 4.0300 15.0100 1.1300 26.8700 13.8647 53.1800 50.3000 3.5200 3.4600 14.4100 1.0400 27.5800 50 2 1
1740 588160.6914 9724157.2510 -0.7500 93.8800 94.1300 93.6300 0.5000 68.3058 55.1200 50.8900 5.0000 4.9600 10.2200 0.9400 28.2600 17.3173 52.1100 47.4700 5.2200 5.0700 14.7600 0.9300 26.9400 50 2 1
1740 588160.6914 9724157.2510 -1.2250 93.4050 93.6300 93.1800 0.4500 58.1190 47.9600 41.3700 7.6600 7.2600 18.0600 1.0500 24.3200 19.1931 44.7700 39.4900 5.8700 5.5300 24.4000 0.9900 23.1600 50 2 1
1741 588166.4914 9724131.8310 -0.2500 95.5600 95.8100 95.3100 0.5000 70.4650 51.3700 47.3800 4.6000 4.5000 15.8000 0.8600 26.9000 15.2289 48.9100 44.0400 5.0000 4.8900 20.1100 1.0200 25.3200 50 2 1
1741 588166.4914 9724131.8310 -0.7500 95.0600 95.3100 94.8100 0.5000 57.4471 49.0100 42.8100 7.6200 7.2300 16.6000 0.9600 25.7600 18.7562 50.1100 44.5400 6.0700 6.0400 16.9700 0.9000 25.9400 50 2 1
1741 588166.4914 9724131.8310 -1.2500 94.5600 94.8100 94.3100 0.5000 52.5212 51.9300 45.8800 7.1900 7.0800 12.8800 0.7800 26.6600 20.4440 50.3800 45.5400 5.5800 5.2700 16.5500 0.7700 26.1900 50 2 1
1742 588176.6414 9724106.8410 -0.2500 96.8900 97.1400 96.6400 0.5000 74.5569 45.1800 42.0100 3.1500 2.6300 26.1100 1.1600 23.4300 13.8916 44.6800 42.5400 2.2000 1.9000 27.3400 0.9100 23.7400 50 2 1
1742 588176.6414 9724106.8410 -0.7500 96.3900 96.6400 96.1400 0.5000 66.9561 50.1600 47.2300 3.2200 2.7400 17.7700 1.2000 25.8800 19.9865 49.3800 47.7900 2.3400 1.6800 19.3600 1.1100 25.8700 50 2 1
1742 588176.6414 9724106.8410 -1.2500 95.8900 96.1400 95.6400 0.5000 69.7708 53.4700 49.9400 3.5500 3.5400 13.0200 1.1200 27.4900 18.7558 54.6800 52.5200 2.5000 2.3400 12.9700 1.0800 28.1700 50 2 1
1742 588176.6414 9724106.8410 -1.7500 95.3900 95.6400 95.1400 0.5000 61.1697 54.9700 48.8900 7.0100 6.7600 8.5100 1.1000 27.4500 22.2393 52.9700 48.5400 4.8200 4.8000 13.5600 1.1000 26.8300 50 2 1
1742 588176.6414 9724106.8410 -2.2500 94.8900 95.1400 94.6400 0.5000 49.6491 54.9400 48.5200 7.4700 7.3000 8.3000 0.9300 27.5400 21.6599 52.4300 47.5800 5.6000 5.3300 13.9200 0.9900 26.4000 50 2 1
1742 588176.6414 9724106.8410 -2.7000 94.4400 94.6400 94.2400 0.4000 44.4044 54.0600 47.2500 8.0200 7.6100 9.3400 0.9100 26.9100 23.3701 49.7300 44.7800 5.8100 5.5100 17.7100 1.0700 25.2100 50 2 1
1744 588180.3014 9724186.1610 -0.2500 95.2700 95.5200 95.0200 0.5000 80.9564 52.2900 50.2900 3.0700 2.2700 17.3800 1.0800 27.8000 12.7288 54.2727 50.0844 3.6834 2.6719 14.0427 1.1465 28.3871 50 2 1
1744 588180.3014 9724186.1610 -0.7500 94.7700 95.0200 94.5200 0.5000 71.4108 56.2300 53.3600 3.6700 3.1200 10.7000 1.0900 29.3200 16.1449 53.1353 49.2570 4.2336 3.1134 15.3672 1.0127 27.6223 50 2 1
1744 588180.3014 9724186.1610 -1.2500 94.2700 94.5200 94.0200 0.5000 66.5024 56.2900 52.0700 4.6500 4.0900 10.1100 1.0700 29.0900 19.4090 51.8450 46.4763 5.3815 4.0060 16.7910 0.9607 26.5413 50 2 1
1744 588180.3014 9724186.1610 -1.8000 93.7200 94.0200 93.4200 0.6000 48.0667 55.2800 49.1100 6.8500 6.3800 9.3700 1.0400 27.9400 20.6571 51.5586 47.4343 4.6797 4.0968 15.8876 1.1174 26.4501 50 2 1
1745 588192.4415 9724138.0110 -0.2500 95.6300 95.8800 95.3800 0.5000 75.1925 53.6300 52.1500 3.0500 2.6500 16.4300 0.9700 28.7900 13.9739 52.5100 49.4700 3.7000 2.9200 17.2100 0.9900 27.4500 50 2 1
1745 588192.4415 9724138.0110 -0.7500 95.1300 95.3800 94.8800 0.5000 80.3229 51.5100 49.0000 4.8400 3.8500 17.0900 0.8600 27.6800 12.3565 53.6600 51.1700 3.8700 3.0800 14.6500 0.9400 28.9800 50 2 1
1745 588192.4415 9724138.0110 -1.2500 94.6300 94.8800 94.3800 0.5000 71.4327 58.1300 56.9600 2.9400 2.6700 8.0400 1.0800 30.9300 17.8697 52.8200 50.1900 4.7300 3.4700 15.1600 0.9000 28.1300 50 2 1
1745 588192.4415 9724138.0110 -1.7950 94.0850 94.3800 93.7900 0.5900 55.4097 57.9200 51.6600 5.5300 5.2800 6.5300 1.1600 29.4800 20.7453 47.4200 43.3900 5.8800 5.2200 22.5600 0.8400 24.5400 50 2 1
