Gslib file
27  
BHID  
X  
Y  
Z_STRAT_TOP  
Z_MID  
Z_TOP  
Z_BOT  
LENGTH  
RC1  
AT1  
AA1  
ST1  
SR1  
FE1  
TI1  
PP1  
RC3  
AT3  
AA3  
ST3  
SR3  
FE3  
TI3  
PP3  
LITOM  
LPCP  
NORTH_FLAG  
668 590729.4076 9724950.4930 -0.7500 102.8200 103.0700 102.5700 0.5000 67.1697 46.2000 45.2000 1.4700 0.7000 26.3000 1.6700 24.6800 20.7398 48.7230 44.7960 1.5230 0.7010 22.6760 1.3330 25.9770 50 1 1
668 590729.4076 9724950.4930 -1.1750 102.3950 102.5700 102.2200 0.3500 56.3149 52.8000 49.1000 2.2200 1.9000 15.7000 1.7200 27.8100 31.0402 51.8180 48.9840 2.0050 1.3840 16.0810 1.4230 27.8360 50 1 1
668 590729.4076 9724950.4930 -1.6000 101.9700 102.2200 101.7200 0.5000 52.1863 31.8000 29.2000 1.5800 0.7000 46.6000 1.1000 18.9300 29.5118 43.0180 41.4770 1.6820 0.8970 30.0300 1.1710 23.7670 50 1 1
668 590729.4076 9724950.4930 -2.1000 101.4700 101.7200 101.2200 0.5000 48.3475 38.4000 35.3000 2.0300 1.1000 37.3000 1.2000 21.4400 36.5173 45.6580 44.0050 1.8570 0.8980 26.6520 1.0990 24.8070 50 1 1
668 590729.4076 9724950.4930 -2.5250 101.0450 101.2200 100.8700 0.3500 34.5399 53.5000 41.5000 6.2200 5.6000 10.3000 1.2300 27.6000 33.0392 53.1880 45.3850 5.4360 4.3140 12.0600 1.2940 27.3230 50 1 1
669 590731.1976 9724753.4830 -0.2500 101.2300 101.4800 100.9800 0.5000 78.5145 52.6000 47.2000 1.7000 0.4000 16.8000 2.0100 26.8400 11.2585 49.5700 46.3020 1.5100 0.3320 21.8950 1.2590 25.4330 50 1 1
669 590731.1976 9724753.4830 -0.7500 100.7300 100.9800 100.4800 0.5000 75.5165 52.4000 48.6000 1.3200 0.4000 17.8000 1.8600 26.4900 14.9423 52.1100 48.0040 1.1430 0.2680 18.0000 1.1590 26.7700 50 1 1
669 590731.1976 9724753.4830 -1.2500 100.2300 100.4800 99.9800 0.5000 72.9090 53.8000 49.9000 1.4200 0.6000 14.0000 2.1100 27.5600 16.3531 54.8460 51.0620 1.4920 0.5080 14.6770 1.3720 27.1580 50 1 1
669 590731.1976 9724753.4830 -1.7500 99.7300 99.9800 99.4800 0.5000 60.7111 50.2000 45.8000 2.3800 1.0000 18.3000 2.1600 25.5200 20.4401 52.4080 45.8960 2.7880 1.9670 15.8430 2.4300 26.0680 50 1 1
669 590731.1976 9724753.4830 -2.2500 99.2300 99.4800 98.9800 0.5000 18.8758 53.6000 42.7000 10.3700 9.5000 8.1700 1.3200 24.8500 23.0092 54.3900 46.4290 7.5740 6.8220 8.8090 1.7600 25.0360 50 1 1
669 590731.1976 9724753.4830 -2.7500 98.7300 98.9800 98.4800 0.5000 52.0731 55.0000 45.4000 8.2500 7.6000 6.8900 1.0700 28.0800 14.0641 54.8180 49.5600 4.2260 3.6620 11.3490 0.7440 28.6040 50 1 1
669 590731.1976 9724753.4830 -3.2000 98.2800 98.4800 98.0800 0.4000 59.0493 55.7000 50.7000 6.0800 5.1000 7.2200 0.9600 29.0400 16.7605 59.4710 55.5930 3.5600 3.2580 5.5980 0.6390 31.5420 50 1 1
669 590731.1976 9724753.4830 -3.5500 97.9300 98.0800 97.7800 0.3000 60.6844 58.3000 52.4000 5.8500 5.6000 4.8800 0.8200 29.9000 16.9930 60.5460 55.7200 3.6680 3.3230 3.9470 0.6280 31.1890 50 1 1
669 590731.1976 9724753.4830 -3.9500 97.5300 97.7800 97.2800 0.5000 50.3688 55.1000 47.1000 6.9300 6.5000 10.0000 0.7600 28.1200 18.8521 59.6210 52.3000 4.1570 3.7470 6.2460 0.5490 30.3540 50 1 1
670 590736.3176 9724557.5920 -0.2500 100.8700 101.1200 100.6200 0.5000 81.4703 48.2000 47.3000 3.4000 1.1000 19.1000 1.9900 26.1400 8.9114 46.6560 44.8780 2.2020 0.6710 23.4930 1.4690 25.3260 50 1 1
670 590736.3176 9724557.5920 -0.7500 100.3700 100.6200 100.1200 0.5000 79.7939 51.3000 50.6000 2.4000 0.9000 14.7000 2.2000 27.9500 9.5627 51.6550 50.0280 2.6260 0.7000 15.6600 1.6030 27.5380 50 1 1
670 590736.3176 9724557.5920 -1.2500 99.8700 100.1200 99.6200 0.5000 73.1731 53.2000 50.5000 2.6400 1.1000 13.3000 1.9300 28.1700 14.9396 52.4530 49.9940 2.7020 0.9000 14.7530 1.3580 27.9380 50 1 1
670 590736.3176 9724557.5920 -1.7500 99.3700 99.6200 99.1200 0.5000 70.8774 56.3000 50.9000 3.6900 2.1000 7.3000 1.5400 29.4700 12.6662 52.8090 47.5490 3.8700 2.0420 13.2070 1.4310 27.5200 50 1 1
670 590736.3176 9724557.5920 -2.2000 98.9200 99.1200 98.7200 0.4000 59.3247 52.4000 46.8000 6.4600 3.5000 10.3000 1.5600 27.6300 13.3888 50.2800 44.5880 5.7510 3.2820 15.3600 1.6220 26.6450 50 1 1
671 590743.1976 9724352.0420 -0.2500 96.4600 96.7100 96.2100 0.5000 55.3865 41.4000 35.3000 8.2200 6.6000 29.1000 1.3800 21.3700 16.1340 47.6560 42.8810 4.9960 3.9950 22.3200 1.0410 24.7760 50 1 1
671 590743.1976 9724352.0420 -0.7500 95.9600 96.2100 95.7100 0.5000 48.1116 55.5000 43.1000 8.3200 7.7000 7.7000 1.2800 27.6300 19.8425 52.7370 47.4630 5.2990 4.4250 14.4840 0.9280 26.8850 50 1 1
671 590743.1976 9724352.0420 -1.2500 95.4600 95.7100 95.2100 0.5000 42.2662 54.6000 45.6000 8.4300 7.8000 8.8000 1.0200 26.6700 20.4269 49.1750 44.4910 5.1300 4.6970 19.5890 0.8070 25.3040 50 1 1
671 590743.1976 9724352.0420 -1.7500 94.9600 95.2100 94.7100 0.5000 40.1646 56.8000 46.5000 8.7300 7.6000 7.0000 0.9800 28.0400 22.5155 53.0430 48.1060 5.0220 4.0300 14.2190 0.7740 27.0730 50 1 1
672 590748.9376 9724156.1310 -0.2500 97.0100 97.2600 96.7600 0.5000 61.9772 44.5000 39.3000 2.6700 1.7000 25.0000 1.5500 25.1400 9.7331 43.6480 41.5850 2.6360 0.8690 27.4840 1.4210 24.1650 50 1 1
672 590748.9376 9724156.1310 -0.7500 96.5100 96.7600 96.2600 0.5000 65.0725 52.2000 50.2000 3.2400 1.9000 13.1000 1.5400 28.4100 12.0564 51.5370 50.4730 2.4170 1.3640 14.5960 1.1530 28.3890 50 1 1
672 590748.9376 9724156.1310 -1.2500 96.0100 96.2600 95.7600 0.5000 60.0355 47.1000 42.0000 6.8500 5.0000 17.2000 1.2900 25.9900 9.0638 50.8780 48.0910 4.4760 2.6520 14.1390 0.9910 27.6280 50 1 1
672 590748.9376 9724156.1310 -1.8750 95.3850 95.7600 95.0100 0.7500 54.7959 37.0000 27.8000 10.8600 8.9000 32.0000 1.0100 19.2500 9.2486 46.3730 42.1630 6.3720 4.4150 19.8070 0.7850 25.1710 50 1 1
672 590748.9376 9724156.1310 -2.5000 94.7600 95.0100 94.5100 0.5000 48.4986 47.6000 41.2000 9.1900 7.5000 15.2000 0.9400 25.1900 11.1281 51.9060 48.3860 5.4650 2.7140 12.4600 0.6040 27.6790 50 1 1
673 590750.1776 9723964.6110 -0.2500 95.5300 95.7800 95.2800 0.5000 62.6947 37.7000 30.9000 8.2400 7.1000 32.8000 1.1600 20.1000 12.5419 43.8720 37.7860 5.8860 1.5630 25.9300 0.9280 23.2520 50 1 1
673 590750.1776 9723964.6110 -0.7500 95.0300 95.2800 94.7800 0.5000 64.7935 51.5000 46.9000 5.8300 4.3000 12.9000 1.3200 26.9300 13.9446 53.1290 50.1290 3.7820 2.5970 12.3250 0.8220 28.2010 50 1 1
673 590750.1776 9723964.6110 -1.2500 94.5300 94.7800 94.2800 0.5000 52.6035 50.3000 43.5000 7.1100 5.5000 15.6000 1.0900 25.7600 16.6508 50.2700 47.0160 3.8990 2.7270 18.1280 0.6370 26.4390 50 1 1
674 590833.5178 9725043.1430 -0.2500 101.1900 101.4400 100.9400 0.5000 67.5887 47.3000 44.1000 1.5300 0.6000 24.4000 1.5600 25.0200 20.5284 44.5500 42.6250 1.6330 0.3460 27.1320 1.4510 24.4760 50 1 1
674 590833.5178 9725043.1430 -0.7500 100.6900 100.9400 100.4400 0.5000 67.7077 45.8000 42.3000 2.0900 0.8000 25.9000 1.5800 24.6900 21.5378 45.3270 42.1450 2.3690 1.6230 25.3450 1.6040 24.4110 50 1 1
674 590833.5178 9725043.1430 -1.2500 100.1900 100.4400 99.9400 0.5000 35.2973 54.2000 44.9000 9.0100 8.5000 6.4600 1.5500 27.5300 38.9575 56.1660 46.8340 7.8930 7.1520 5.2890 1.6490 28.4010 50 1 1
674 590833.5178 9725043.1430 -1.7500 99.6900 99.9400 99.4400 0.5000 40.8318 55.5000 47.8000 7.2200 6.9000 6.9100 1.2000 28.4300 27.6414 54.7030 46.4300 8.0390 7.4920 6.7230 1.3360 27.9020 50 1 1
674 590833.5178 9725043.1430 -2.2500 99.1900 99.4400 98.9400 0.5000 67.5303 57.2000 50.3000 2.9800 2.1000 8.0000 1.2300 30.3100 16.5350 57.2240 52.5370 3.1680 2.7070 7.2130 1.0480 30.3130 50 1 1
674 590833.5178 9725043.1430 -2.7500 98.6900 98.9400 98.4400 0.5000 68.8407 58.3000 51.3000 2.9000 2.3000 6.8500 1.1500 30.6000 18.9564 58.6970 54.2890 2.6050 2.0090 6.9130 0.8940 30.7230 50 1 1
674 590833.5178 9725043.1430 -3.2250 98.2150 98.4400 97.9900 0.4500 57.1319 54.8000 49.5000 4.9800 4.5000 9.5700 1.0000 28.5600 21.3160 55.3670 47.3720 3.9900 3.2350 11.1790 0.8550 28.6130 50 1 1
674 590833.5178 9725043.1430 -3.7000 97.7400 97.9900 97.4900 0.5000 34.3636 51.8000 41.5000 9.8400 7.7000 10.4000 0.8200 26.3800 24.1246 55.5320 45.7450 7.5980 6.6490 7.1270 0.7180 28.2400 50 1 1
675 590829.4078 9724945.6130 -0.2500 102.0100 102.2600 101.7600 0.5000 64.9259 53.3000 48.1000 1.8600 0.8000 17.5000 1.6600 26.8800 24.5507 53.8200 48.2010 1.7030 0.6190 16.9010 1.4830 25.6620 50 1 1
675 590829.4078 9724945.6130 -0.7500 101.5100 101.7600 101.2600 0.5000 50.1936 46.2000 42.9000 1.8800 0.6000 25.9000 1.3900 23.3600 31.6254 48.8780 45.0880 1.9630 0.8290 23.6490 1.5080 24.3400 50 1 1
675 590829.4078 9724945.6130 -1.2500 101.0100 101.2600 100.7600 0.5000 38.7523 52.2000 46.0000 5.8800 4.8000 14.3000 1.6700 24.2300 30.4121 52.5710 46.5120 5.1650 3.8070 12.6530 2.0650 26.0900 50 1 1
675 590829.4078 9724945.6130 -1.7500 100.5100 100.7600 100.2600 0.5000 19.6274 52.2000 42.1000 8.5000 8.1000 13.3000 1.1000 24.8400 27.5772 53.4050 46.9840 7.6780 7.0890 11.4200 1.6830 25.4510 50 1 1
675 590829.4078 9724945.6130 -2.2500 100.0100 100.2600 99.7600 0.5000 29.1814 56.4000 44.3000 9.9900 9.4000 5.2600 0.9700 25.8300 16.3036 55.2750 49.1070 5.1680 4.7200 9.8190 0.6920 27.6570 50 1 1
675 590829.4078 9724945.6130 -2.7500 99.5100 99.7600 99.2600 0.5000 40.8671 54.1000 45.2000 7.5600 6.8000 11.6000 0.8800 26.2200 18.4992 50.6290 44.5610 4.5380 3.6900 19.4620 0.6270 25.1080 50 1 1
676 590834.5278 9724856.7030 -0.2500 102.9000 103.1500 102.6500 0.5000 76.0394 48.8300 43.0000 2.4100 1.8000 21.8900 1.6200 25.5000 9.7574 45.2310 42.6240 1.3930 0.2360 27.5180 1.1460 24.6250 50 1 1
676 590834.5278 9724856.7030 -0.7250 102.4250 102.6500 102.2000 0.4500 70.9800 48.0000 45.7000 1.2200 0.3000 24.3000 1.5600 25.7200 14.4332 49.7770 47.0560 1.1490 0.3050 21.6370 1.0230 26.7330 50 1 1
676 590834.5278 9724856.7030 -1.2000 101.9500 102.2000 101.7000 0.5000 74.3274 50.3000 48.4000 1.7100 1.0000 18.3000 1.7300 26.9900 14.4153 50.6560 48.6140 1.5780 0.6010 18.7990 1.1200 27.1940 50 1 1
676 590834.5278 9724856.7030 -1.7000 101.4500 101.7000 101.2000 0.5000 73.3674 35.8000 33.6000 1.5400 0.4000 40.8000 1.3700 20.5200 17.1076 41.1700 37.9730 1.4790 0.2660 33.7280 1.0440 22.8680 50 1 1
676 590834.5278 9724856.7030 -2.3000 100.8500 101.2000 100.5000 0.7000 66.1487 47.1000 43.4000 2.3500 0.3000 22.8000 1.5600 25.3500 21.2973 46.9430 44.0030 2.0070 0.9460 24.0600 1.5920 25.1280 50 1 1
676 590834.5278 9724856.7030 -2.9000 100.2500 100.5000 100.0000 0.5000 39.3304 54.2000 46.8000 8.0500 7.7000 7.1100 1.3600 27.7000 20.1250 52.0450 44.7820 6.5780 5.2820 12.0840 2.1730 26.5520 50 1 1
676 590834.5278 9724856.7030 -3.4000 99.7500 100.0000 99.5000 0.5000 31.3321 55.2000 48.5000 8.1400 6.0000 7.0200 0.9500 28.1100 20.2680 51.8000 46.7000 7.6660 4.3540 11.0150 1.2810 26.8710 50 1 1
676 590834.5278 9724856.7030 -3.8250 99.3250 99.5000 99.1500 0.3500 25.0843 45.6000 34.3000 11.4400 10.3000 18.7000 1.0100 23.1600 19.1688 50.0530 44.4930 6.0130 5.1050 15.1700 0.6750 26.5660 50 1 1
676 590834.5278 9724856.7030 -4.2000 98.9500 99.1500 98.7500 0.4000 45.3434 49.9000 43.6000 6.1200 4.9000 15.3000 0.8400 26.2400 17.4544 55.1720 50.7320 4.3760 3.1200 9.6950 0.6640 28.7410 50 1 1
676 590834.5278 9724856.7030 -4.6250 98.5250 98.7500 98.3000 0.4500 43.8223 51.2000 43.4000 7.0700 6.0000 13.7000 0.8400 26.5400 18.0590 52.9370 50.4850 3.7840 3.2880 14.4810 0.6650 27.6900 50 1 1
677 590833.7578 9724753.8520 -0.3500 100.0300 100.3800 99.6800 0.7000 80.3759 45.7000 41.8000 2.5600 0.6000 26.1000 1.7400 23.7100 8.4706 39.1130 35.1400 2.8730 0.9490 35.9080 1.5000 20.5810 50 1 1
677 590833.7578 9724753.8520 -0.9500 99.4300 99.6800 99.1800 0.5000 79.3185 46.8000 44.5000 2.6200 0.6000 22.3000 1.7200 24.9000 10.9507 43.5710 40.3570 2.4660 0.3000 29.4960 1.3010 22.9580 50 1 1
677 590833.7578 9724753.8520 -1.4500 98.9300 99.1800 98.6800 0.5000 82.7162 55.2000 51.9000 1.6500 0.4000 11.0000 1.8000 28.9600 10.0490 55.9100 53.3250 1.4740 0.3000 11.7900 1.2100 29.2470 50 1 1
677 590833.7578 9724753.8520 -1.9500 98.4300 98.6800 98.1800 0.5000 75.5099 55.2000 52.7000 1.8300 0.2000 11.1000 1.7800 28.9800 14.5851 55.3630 53.0160 1.7700 0.2360 11.0700 1.1910 29.3110 50 1 1
677 590833.7578 9724753.8520 -2.4500 97.9300 98.1800 97.6800 0.5000 58.9696 55.5000 44.4000 3.5000 2.9000 10.5000 1.3900 28.5500 16.8563 49.9330 45.7890 3.4630 2.0770 17.7670 1.4710 26.1950 50 1 1
678 590834.9178 9724650.4920 -0.2500 100.0900 100.3400 99.8400 0.5000 78.6103 47.2000 44.1000 1.8400 1.0000 26.3000 1.4400 24.1000 10.1638 41.0100 37.8490 1.7070 0.8000 35.7880 1.1230 21.4430 50 1 1
678 590834.9178 9724650.4920 -0.7500 99.5900 99.8400 99.3400 0.5000 74.7764 51.4000 48.0000 1.4800 0.7000 17.3000 1.7900 27.3300 14.0382 51.1790 47.8250 1.2820 0.5430 20.6980 1.1070 26.7560 50 1 1
678 590834.9178 9724650.4920 -1.2500 99.0900 99.3400 98.8400 0.5000 73.5373 52.3000 49.7000 1.4000 0.7000 17.1000 1.6600 27.4900 16.3283 51.3650 48.9950 1.2070 0.7350 19.4740 1.0220 27.3930 50 1 1
678 590834.9178 9724650.4920 -1.7500 98.5900 98.8400 98.3400 0.5000 75.5343 55.7000 50.7000 2.9500 2.2000 10.9000 2.0300 29.0100 12.0534 52.8770 47.9290 2.7200 1.7440 16.0370 1.9570 27.3780 50 1 1
678 590834.9178 9724650.4920 -2.1500 98.1900 98.3400 98.0400 0.3000 69.5104 57.2000 51.2000 4.2700 3.4000 8.4900 1.6800 29.1200 12.1568 52.7060 47.1770 4.2020 3.1220 12.7030 2.4100 27.2450 50 1 1
678 590834.9178 9724650.4920 -2.5500 97.7900 98.0400 97.5400 0.5000 50.2328 58.0000 48.8000 6.4000 5.6000 8.6200 1.4100 23.6300 16.2344 52.7900 46.1320 5.7300 4.4190 12.1880 2.1590 28.4720 50 1 1
678 590834.9178 9724650.4920 -3.0500 97.2900 97.5400 97.0400 0.5000 43.6897 55.5000 41.0000 9.8200 8.6000 6.1700 1.3200 27.3900 25.0513 55.7000 48.3260 7.1160 5.8570 5.1000 1.5660 28.6460 50 1 1
679 590867.8479 9724552.7120 -0.2500 96.6400 96.8900 96.3900 0.5000 75.7632 53.0000 51.7000 1.9000 1.3000 14.1000 1.6500 28.5400 12.5399 54.2110 52.0940 1.8280 1.1700 14.7450 1.0360 28.6190 50 1 1
679 590867.8479 9724552.7120 -0.7500 96.1400 96.3900 95.8900 0.5000 68.0814 53.1000 49.6000 2.8000 1.6000 15.5000 1.3200 28.0700 14.5440 53.0240 50.4520 2.4600 1.7800 15.5560 0.9640 28.3100 50 1 1
679 590867.8479 9724552.7120 -1.3000 95.5900 95.8900 95.2900 0.6000 54.5768 55.4000 46.9000 8.0900 8.0000 6.2000 1.4300 28.7300 10.8771 55.5380 49.7250 5.9550 5.3570 8.0490 1.1340 29.0890 50 1 1
680 590842.0678 9724464.5320 -0.2500 95.5500 95.8000 95.3000 0.5000 43.2696 52.0000 44.9000 8.8700 6.6000 11.0000 1.5700 26.8000 16.9675 52.2140 45.5270 6.1980 4.2950 12.5680 1.2760 27.3090 50 1 1
680 590842.0678 9724464.5320 -0.7500 95.0500 95.3000 94.8000 0.5000 46.2911 54.2000 45.8000 9.2200 7.5000 7.6000 1.3700 27.8300 19.5022 54.0240 48.8560 6.3830 4.4130 10.1970 1.1080 28.0830 50 1 1
680 590842.0678 9724464.5320 -1.1750 94.6250 94.8000 94.4500 0.3500 41.7572 53.4000 45.2000 9.3800 7.3000 8.6000 1.2500 27.4100 23.5060 54.1550 48.3040 6.1160 4.6040 10.7520 1.1430 27.9140 50 1 1
680 590842.0678 9724464.5320 -1.5250 94.2750 94.4500 94.1000 0.3500 29.9034 47.3000 45.3000 9.9600 7.5000 17.2000 1.1300 24.6800 26.7267 50.0270 40.5110 6.5130 4.3520 16.0180 1.0110 26.1850 50 1 1
681 590850.2178 9724351.7120 -0.2500 97.1400 97.3900 96.8900 0.5000 55.5890 46.1000 40.9000 6.5600 5.2000 22.5000 1.5400 24.1800 13.4157 45.1140 40.5210 5.6740 4.3980 25.7070 1.2410 23.5750 50 1 1
681 590850.2178 9724351.7120 -0.7500 96.6400 96.8900 96.3900 0.5000 68.8356 53.7000 48.9000 4.8200 4.1000 12.2000 1.6400 27.9100 12.9677 53.3620 47.6480 4.0340 3.2590 13.2760 1.1770 28.1010 50 1 1
681 590850.2178 9724351.7120 -1.2000 96.1900 96.3900 95.9900 0.4000 54.4553 53.7000 47.5000 5.5500 4.3000 11.8000 1.4000 27.9600 19.5700 53.6820 48.2370 4.1560 3.1070 13.4150 0.9730 27.9010 50 1 1
682 590854.2978 9724251.6510 -0.2500 95.5600 95.8100 95.3100 0.5000 74.3662 45.1000 43.1000 2.8400 1.5000 26.0000 1.5400 24.2100 11.4286 42.4930 38.7410 3.1320 1.3690 28.9530 1.2600 23.3580 50 1 1
682 590854.2978 9724251.6510 -0.7500 95.0600 95.3100 94.8100 0.5000 71.9354 53.4000 48.7000 3.2000 2.1000 10.7000 1.9000 28.8400 14.6589 51.5340 47.1660 3.0500 1.5290 14.7880 1.5560 27.6090 50 1 1
682 590854.2978 9724251.6510 -1.3000 94.5100 94.8100 94.2100 0.6000 65.8938 55.3000 52.3000 3.3700 2.2000 8.0000 1.3200 30.1800 16.5693 51.6910 49.3310 2.5460 1.5050 15.2030 0.8830 28.1210 50 1 1
682 590854.2978 9724251.6510 -1.9000 93.9100 94.2100 93.6100 0.6000 39.7803 54.9000 46.4000 8.4900 7.0000 5.1000 1.0200 28.5800 16.3363 45.5080 40.4100 6.2020 4.7250 21.7850 0.7470 24.6300 50 1 1
683 590850.0878 9724155.6110 -0.2500 94.9300 95.1800 94.6800 0.5000 67.0895 52.3000 47.9000 3.0500 1.7000 16.6000 1.7800 26.8200 15.1602 51.4220 47.2000 2.7410 1.3120 17.0880 1.2110 27.0460 50 1 1
683 590850.0878 9724155.6110 -0.7500 94.4300 94.6800 94.1800 0.5000 64.0966 55.7000 51.7000 2.7400 1.5000 12.2000 1.4900 25.9800 18.1690 53.6240 49.4300 2.2870 1.2120 13.9060 0.9920 28.1150 50 1 1
683 590850.0878 9724155.6110 -1.2500 93.9300 94.1800 93.6800 0.5000 56.5716 56.4000 52.1000 4.9400 3.8000 7.5000 1.1900 28.7100 19.4343 52.5560 48.8770 3.4410 2.2740 15.7000 0.8210 27.1070 50 1 1
683 590850.0878 9724155.6110 -1.7500 93.4300 93.6800 93.1800 0.5000 45.4757 53.0000 47.4000 6.5900 5.7000 10.5000 0.9800 27.2100 23.4082 51.4010 46.9680 4.1720 2.9550 16.7680 0.6180 26.5990 50 1 1
683 590850.0878 9724155.6110 -2.2500 92.9300 93.1800 92.6800 0.5000 47.7421 55.5000 48.7000 7.4400 6.2000 7.0000 0.9900 27.9400 22.0993 54.3380 49.8200 4.5930 3.2630 11.9940 0.5970 27.8440 50 1 1
684 590850.6278 9724052.7410 -0.2500 95.1300 95.3800 94.8800 0.5000 61.5244 41.4000 39.0000 4.8000 1.8000 31.1000 1.1500 22.4000 16.6457 44.8310 43.5770 4.3820 1.5160 25.5070 0.8080 24.5180 50 1 1
684 590850.6278 9724052.7410 -0.7500 94.6300 94.8800 94.3800 0.5000 61.7168 54.7000 50.2000 3.7000 2.5000 12.7000 1.2200 28.8100 18.5839 52.6230 48.7040 2.3870 1.4450 15.8460 0.6670 28.4270 50 1 1
684 590850.6278 9724052.7410 -1.3000 94.0800 94.3800 93.7800 0.6000 50.1849 49.2000 43.3000 4.4400 3.5000 20.1000 0.9400 26.1100 20.3744 48.7700 45.6480 3.5960 2.1230 22.0720 0.5860 25.9970 50 1 1
685 590844.6878 9723962.7410 -0.2500 96.0800 96.3300 95.8300 0.5000 66.6514 48.8000 46.1000 4.4900 1.8000 20.0000 1.3400 25.3500 13.9799 46.8450 43.2100 3.6540 1.4680 24.5130 0.9530 23.8950 50 1 1
685 590844.6878 9723962.7410 -0.7500 95.5800 95.8300 95.3300 0.5000 65.4200 53.3000 47.7000 5.8300 4.2000 11.3000 1.2100 26.3600 13.8059 52.2430 48.7170 4.2570 2.2020 14.7350 0.7760 26.8600 50 1 1
685 590844.6878 9723962.7410 -1.3000 95.0300 95.3300 94.7300 0.6000 41.2768 47.8000 40.1000 9.2800 6.5000 17.5000 0.9200 23.9400 18.6325 48.3670 43.4610 5.3450 3.8000 20.1690 0.6120 24.8010 50 1 1
686 590924.5581 9724947.2930 -0.2500 101.8100 102.0600 101.5600 0.5000 69.7421 54.9000 46.2000 1.7900 0.9000 13.4000 2.1600 28.2600 18.5169 55.0250 50.8570 1.8460 0.5630 13.7560 1.6240 28.2180 50 1 1
686 590924.5581 9724947.2930 -0.7500 101.3100 101.5600 101.0600 0.5000 60.2631 47.2000 40.5000 1.6200 0.2000 25.9000 1.6800 24.5300 26.2208 47.8410 44.5640 1.8820 0.4810 24.0480 1.4500 25.2060 50 1 1
686 590924.5581 9724947.2930 -1.1750 100.8850 101.0600 100.7100 0.3500 54.1909 49.4000 45.2000 1.9700 0.8000 20.8000 1.7800 26.1500 31.3998 51.8310 47.9650 2.3490 1.4120 18.2730 1.5400 26.7490 50 1 1
686 590924.5581 9724947.2930 -1.6000 100.4600 100.7100 100.2100 0.5000 30.3709 54.5000 43.9000 7.3900 6.0000 10.8000 1.3900 26.7200 40.1487 56.9190 48.8360 6.3880 5.5300 7.5430 1.4510 27.9310 50 1 1
687 590933.6981 9724755.0620 -0.2500 104.0030 104.2530 103.7530 0.5000 76.4818 45.1000 39.7000 4.4400 3.2000 25.7000 1.4300 23.4700 6.9577 41.6260 30.7550 4.7670 3.0060 31.0370 1.4190 21.4720 50 1 1
687 590933.6981 9724755.0620 -0.7500 103.5030 103.7530 103.2530 0.5000 80.9867 54.9000 44.4000 1.9000 0.8000 13.2000 1.9800 28.4500 10.0166 53.9060 49.2010 2.0920 0.8610 14.1990 1.3310 28.1580 50 1 1
687 590933.6981 9724755.0620 -1.2500 103.0030 103.2530 102.7530 0.5000 73.9962 54.3000 50.8000 1.8400 0.9000 13.3000 2.0700 28.3400 13.0904 52.7570 48.2870 2.1670 0.5000 14.8570 1.4360 27.9320 50 1 1
687 590933.6981 9724755.0620 -1.7500 102.5030 102.7530 102.2530 0.5000 70.4034 51.5000 43.6000 2.0300 0.9000 18.1000 1.7700 26.9400 15.9664 49.3220 41.2200 2.1540 0.6930 22.1360 1.3320 25.6870 50 1 1
687 590933.6981 9724755.0620 -2.2500 102.0030 102.2530 101.7530 0.5000 60.6329 54.0000 46.3000 4.1300 3.3000 13.7000 1.5900 27.3500 16.6673 45.1860 38.7670 3.9380 2.4900 23.3790 2.4040 23.7910 50 1 1
687 590933.6981 9724755.0620 -2.6500 101.6030 101.7530 101.4530 0.3000 47.7404 58.5000 48.9000 6.7300 5.6000 4.1000 1.5300 28.8700 18.4340 52.3720 45.7950 6.0220 4.8690 11.8410 2.2130 26.5070 50 1 1
688 590966.6881 9724552.8120 -0.1500 101.3830 101.5330 101.2330 0.3000 82.7733 40.4000 36.5000 3.5000 2.6000 34.0000 1.2300 21.2000 6.6935 35.4870 30.2690 3.6040 2.8280 42.0360 1.0750 18.8560 50 1 1
688 590966.6881 9724552.8120 -0.5500 100.9830 101.2330 100.7330 0.5000 75.6662 47.5000 42.2000 3.6200 2.9000 21.7000 1.6000 24.8400 8.2066 41.6470 34.0820 3.8680 3.0530 31.7510 1.4090 21.7050 50 1 1
688 590966.6881 9724552.8120 -1.0500 100.4830 100.7330 100.2330 0.5000 69.7475 51.9000 47.6000 2.9200 2.1000 16.5000 1.8700 26.7900 12.3318 47.6100 44.1570 3.3330 2.0220 21.3860 1.5230 25.1910 50 1 1
688 590966.6881 9724552.8120 -1.5500 99.9830 100.2330 99.7330 0.5000 71.7626 55.9000 51.7000 1.9100 1.4000 11.9000 1.8300 28.5900 14.7045 53.3410 49.3050 1.9350 1.5000 14.8530 1.2640 27.9700 50 1 1
688 590966.6881 9724552.8120 -2.1000 99.4330 99.7330 99.1330 0.6000 69.0347 58.3000 54.6000 2.5700 2.4000 7.6000 1.2400 29.8100 16.1048 53.5770 47.5120 2.4280 1.9540 14.1180 1.0800 28.0500 50 1 1
688 590966.6881 9724552.8120 -2.6250 98.9080 99.1330 98.6830 0.4500 41.0635 52.6000 45.1000 8.0700 7.9000 10.2000 1.1900 26.4600 19.6773 49.6640 44.1490 4.8870 4.3150 18.7300 0.9670 25.4790 50 1 1
