BHID,X,Y,Z_STRAT_TOP,Z_MID,Z_TOP,Z_BOT,LENGTH,RCG,ATG,AAG,STG,SRG,FEG,TIG,PPG,LITOM,LPCP,NORTH_FLAG
121,588904.6232,9724857.483,-1.75,98.93,99.18,98.68,0.5,40.0199,48.857436845169524,43.86512001279364,10.48982396757613,3.6678107441547834,14.745420473314526,1.1143048683280068,25.308507552492635,50,1,1
121,588904.6232,9724857.483,-2.25,98.43,98.68,98.18,0.5,59.6952,54.987103033409724,48.841601837333656,7.055665932939332,4.088366099786918,7.41782138262373,1.1175743778394243,28.90668194427693,50,1,1
121,588904.6232,9724857.483,-2.75,97.93,98.18,97.68,0.5,60.9897,54.71252419998787,47.012098528112126,8.89270334499104,8.610667211020878,6.804957604316795,1.0087967837192182,28.321799582552465,50,1,1
122,588904.0232,9724862.493,-0.25,100.77,101.02,100.52,0.5,84.8419,49.10321361968556,45.967124831009215,1.9699608919649372,0.8864741572265592,20.24822026380833,1.533433463889894,26.442184338163106,50,1,1
122,588904.0232,9724862.493,-0.75,100.27,100.52,100.02,0.5,89.6691,55.77634668129824,54.71418825437078,1.3834003508454975,0.5822749509028193,10.59682423488136,1.5620056764258814,29.993601403381987,50,1,1
122,588904.0232,9724862.493,-1.25,99.77,100.02,99.52,0.5,85.2693,52.07660673888493,50.3686302831148,1.5466465163898377,0.3906363345307162,16.79488706017289,1.315435888414705,28.28468978401371,50,1,1
122,588904.0232,9724862.493,-1.75,99.27,99.52,99.02,0.5,75.3043,56.322181761200895,52.39912430764246,3.338896881054601,1.9525658853478487,8.283244296806423,1.3291007312995406,29.92944217129699,50,1,1
122,588904.0232,9724862.493,-2.25,98.77,99.02,98.52,0.5,61.1835,53.89962529930454,49.83203075338939,4.032095427688837,1.3679169645410936,11.434264438941872,1.3905547917330652,28.72974768197308,50,1,1
122,588904.0232,9724862.493,-2.75,98.27,98.52,98.02,0.5,61.532,55.409434102580775,49.25232172040564,5.456186138919586,4.952040432620425,8.929238583176232,1.1077496977182606,28.85754421276734,50,1,1
122,588904.0232,9724862.493,-3.25,97.77,98.02,97.52,0.5,59.3889,55.215188696877696,48.532150957502154,6.411827489648738,6.031763816133991,8.689503457716846,1.0850277375065036,28.50985780507805,50,1,1
122,588904.0232,9724862.493,-3.75,97.27,97.52,97.02,0.5,59.320699999999995,55.110266763541226,49.03839317809804,8.282243353500549,7.8088498972534035,7.44315545332405,1.057376066027542,28.248541552948634,50,1,1
123,588904.1932,9724867.403,-0.25,100.54,100.79,100.29,0.5,85.5172,46.57375863568966,45.442405317292895,1.4447077780844086,0.6671130953773042,25.00328537417034,1.4111491489431365,25.223705125986353,50,1,1
123,588904.1932,9724867.403,-0.75,100.04,100.29,99.79,0.5,81.7171,57.15553187276592,55.03306656012021,2.1952235407277056,1.8949155072806059,8.762588048278756,1.3617565968444791,30.091309813980185,50,1,1
123,588904.1932,9724867.403,-1.25,99.54,99.79,99.29,0.5,73.4354,56.051595654139554,53.17425652342059,2.928891304466238,2.201911986589574,10.28738660101259,1.1862958872696274,29.353733138241232,50,1,1
123,588904.1932,9724867.403,-1.75,99.04,99.29,98.79,0.5,66.11500000000001,55.7442164713,50.540569698253044,4.592663486349542,4.43705680102851,9.48296449519776,1.0210930046131739,28.929430489298948,50,1,1
124,588903.9732,9724872.433,-0.25,100.46,100.71,100.21,0.5,86.107,47.49696567874853,44.562709305863635,2.815384239376589,0.7775235462854356,23.00438290847434,1.512358005737048,24.983702549153957,50,1,1
124,588903.9732,9724872.433,-0.75,99.96,100.21,99.71,0.5,80.6551,55.53986741321999,51.63353929757696,2.888820515999608,2.417793602636411,11.499404627853663,1.6245532594962995,28.04964728082911,50,1,1
124,588903.9732,9724872.433,-1.25,99.46,99.71,99.21,0.5,88.1234,55.58470941997245,52.16638055953357,2.4371120871414402,1.2735446646407196,10.504364788467083,1.4630358451898133,28.659300983620696,50,1,1
124,588903.9732,9724872.433,-1.75,98.96,99.21,98.71,0.5,77.1789,53.18538978917813,50.17792479550758,3.123100121924516,1.6519324063960488,13.507252733583918,1.300276215390476,27.7201472034455,50,1,1
124,588903.9732,9724872.433,-2.25,98.46,98.71,98.21,0.5,58.7054,53.96046825164295,48.92016440565945,5.427446238335826,3.783689575405329,10.397669863419718,1.202924695172846,27.54726733826871,50,1,1
124,588903.9732,9724872.433,-2.75,97.96,98.21,97.71,0.5,73.0245,55.49157879341865,46.38133723339427,4.193606093845216,2.083785496648385,10.000435588056064,1.0468938452163314,28.249865447897623,50,1,1
124,588903.9732,9724872.433,-3.25,97.46,97.71,97.21,0.5,72.8753,53.76284804865298,47.85450227443318,6.403205568965068,5.249180228417585,9.94870883962056,1.0182974135269427,27.155843643868362,50,1,1
124,588903.9732,9724872.433,-3.75,96.96,97.21,96.71,0.5,58.66159999999999,51.94115864551939,43.182038539692066,8.292126229083422,7.752813561171192,12.217115932739645,0.9636480423309286,25.845309231251793,50,1,1
125,588904.5932,9724877.563,-0.25,99.1,99.35,98.85,0.5,88.5603,51.27397963308616,48.57226536269638,1.7155197893412737,0.6879517424850639,18.481484267781386,1.445686917275574,26.75404734401306,50,1,1
125,588904.5932,9724877.563,-0.75,98.6,98.85,98.35,0.5,69.3873,50.62468741974396,44.45059358989325,3.7553392176954574,2.237640504818605,17.21511006913369,1.2316854006424809,26.045664656212306,50,1,1
125,588904.5932,9724877.563,-1.25,98.1,98.35,97.85,0.5,61.6722,54.10034736234479,45.15933308686896,7.870306527090003,5.663804696443455,9.804408067168028,1.1634150914026093,26.418929313369723,50,1,1
126,588903.6432,9724887.393,-0.25,99.18,99.43,98.93,0.5,88.6747,47.20600046010868,45.642374120239474,1.0318762217408122,0.30580331932332444,24.422136350052497,1.4505391661883267,25.079182562782844,50,1,1
126,588903.6432,9724887.393,-0.75,98.68,98.93,98.43,0.5,88.6402,53.76165236991795,51.620822728288076,1.7177252397896214,0.5814110821049592,14.324277652803131,1.3952295076049017,28.218010828044164,50,1,1
126,588903.6432,9724887.393,-1.3,98.13,98.43,97.83,0.6,87.4268,56.38651940823638,53.55140383154822,2.5787552729826557,1.832720607411,9.082503677362093,1.2049157066254284,29.4717342107912,50,1,1
